Title,Authors,Year,Venue,DOI,Source
Window on Washington: Innovations in the Federal Statistical System,"['D Cork', 'M Cohen']",2002.0,CHANCE,https://www.tandfonline.com/doi/pdf/10.1080/09332480.2002.10554825,Google Scholar
Indicators of children's well-being: A review of current indicators based on data from the federal statistical system,['BV Brown'],1997.0,Indicators of Children's Well-Being (Russell Sage …,https://citeseerx.ist.psu.edu/document?repid=rep1&type=pdf&doi=c8a31db8d9e155dfe36b897198f22d74bea5dda4#page=40,Google Scholar
Finding the lost generation: Identifying second-generation immigrants in federal statistics,['DS Massey'],2018.0,The Annals of the American Academy of …,https://journals.sagepub.com/doi/abs/10.1177/0002716218760506,Google Scholar
Labor Market I. Data from the German Federal Employment Services,"['S Bender', 'J Möller']",2009.0,,https://www.econstor.eu/handle/10419/186204,Google Scholar
ASA Advisory Committees to Federal Statistical Agencies: A Report of the Committee on Committees of the American Statistical Association,['ED Goldfield'],1975.0,American Statistician,https://www.jstor.org/stable/2683278,Google Scholar
Problems with the federal economic statistical system and some alternatives for improvement,['BG Malkiel'],1978.0,The American Statistician,https://www.tandfonline.com/doi/abs/10.1080/00031305.1978.10479262,Google Scholar
Why are we going backward? Barriers to disaggregated racial information in federal data sets,"['A Jamal', 'M Srinivasan', 'G Kim']",2023.0,… Journal of Public …,https://ajph.aphapublications.org/doi/abs/10.2105/AJPH.2023.307339,Google Scholar
Privacy and confidentiality issues in federal-state cooperative programs of the Bureau of Labor Statistics,['SH Cohen'],2018.0,Retrieved,https://www.bls.gov/osmr/research-papers/2003/pdf/st030260.pdf,Google Scholar
Access to Research Data: Reconciling Risk and Benefits,['E Singer'],2006.0,JL & Pol'y,https://heinonline.org/hol-cgi-bin/get_pdf.cgi?handle=hein.journals/jlawp14&section=12,Google Scholar
The American Statistical Association and Federal Statistics: Presidential Address,['RT Bowman'],1964.0,Journal of the American Statistical Association,https://www.tandfonline.com/doi/pdf/10.1080/01621459.1964.10480698,Google Scholar
"Developing “A framework for planning US Federal Statistics, 1978–1989”",['JW Duncan'],1977.0,The American Statistician,https://www.tandfonline.com/doi/abs/10.1080/00031305.1977.10479211,Google Scholar
Differential privacy and federal data releases,['JP Reiter'],2019.0,Annual review of statistics and its application,https://www.annualreviews.org/content/journals/10.1146/annurev-statistics-030718-105142,Google Scholar
Traffic engineering in data center networks: prediction and scheduling via randomized rounding for elephant flows,['JM BEZERRA'],2020.0,,N/A,Google Scholar
When Women Didn't Count: The Chronic Mismeasure and Marginalization of American Women in Federal Statistics,['R Lopresti'],2017.0,,https://books.google.com/books?hl=en&lr=&id=TIzDEAAAQBAJ&oi=fnd&pg=PP1&dq=Federal+Statistical+Research+Data+Centers&ots=sfASOfqCIj&sig=Q6nwRq22VAWhVAcaAhvXRuCE1fQ,Google Scholar
Investigation of Federal Bureau of Investigation bomb-related death and injury data in the United States between 1988 and 1997,"['EK Noji', 'CY Lee', 'T Davis', 'K Peleg']",2005.0,Military medicine,https://academic.oup.com/milmed/article-abstract/170/7/595/4578158,Google Scholar
Revision and Implementation of Standards for Statistical Surveys for the US Federal Statistical System,"['BA Harris-Kojetin', 'KK Wallman']",,,https://citeseerx.ist.psu.edu/document?repid=rep1&type=pdf&doi=3db9082c23d92b3f93cb88000d8634005112db71,Google Scholar
Expanding statistical use of administrative data: a research proposal focused on privacy and confidentiality,['G GATES'],2009.0,… Committee on Statistical Methodology Research …,https://nces.ed.gov/FCSM/pdf/2009FCSM_Gates_IX-A.pdf,Google Scholar
Window on Washington: Model-Based Small-Area Estimates: The Next Major Advance for the Federal Statistical System for the 21st Century,['CF Citro'],1998.0,Chance,https://www.tandfonline.com/doi/pdf/10.1080/09332480.1998.10542108,Google Scholar
"Big-data computing: creating revolutionary breakthroughs in commerce, science and society","['R Bryant', 'RH Katz', 'ED Lazowska']",2008.0,,http://www.basexml.com/xdrp/demo/xconvertsample/pdf/big_data.pdf,Google Scholar
"Recruitment, Training and Retention of Statisticians in the US Federal Statistical Agencies",['C Tucker'],2010.0,Journal of Official Statistics,https://search.proquest.com/openview/d495c4b031d3286fd5329e5bba6c6bb0/1?pq-origsite=gscholar&cbl=105444,Google Scholar
Federal Statistics: Robust Information Tools for the Urban Investor,"['P Sabety', 'A Reamer']",,,https://www.brookings.edu/wp-content/uploads/2016/06/20051001_FedStats_RobustInfoTools.pdf,Google Scholar
"Federated learning: Challenges, methods, and future directions","['T Li', 'AK Sahu', 'A Talwalkar']",2020.0,IEEE signal processing …,https://ieeexplore.ieee.org/abstract/document/9084352/,Google Scholar
From overviews to previews to answers: integrated interfaces for federal statistics,['G Marchionini'],2000.0,"Final Report to Bureau of Labor Statistics, June",https://ils.unc.edu/~march/bls_final_report_99-00.pdf,Google Scholar
Enhancing statistical literacy: Enriching our society,['KK Wallman'],1993.0,Journal of the American Statistical Association,https://www.tandfonline.com/doi/pdf/10.1080/01621459.1993.10594283,Google Scholar
Improvements in Federal Statistical Programs for Small Areas,['A Mindlin'],1973.0,Public Administration Review,https://www.jstor.org/stable/974210,Google Scholar
The impact of the reduction in federal government statistical publications and services on state government statistical agencies,"['WC Robinson', 'AA Stone']",1987.0,Government Publications Review,https://www.sciencedirect.com/science/article/pii/0277939087900215,Google Scholar
Disclosure and Confidentiality Issues in the Federal Statistical Environment: Comments.,['JW Duncan'],1984.0,Review of Public Data Use,https://search.ebscohost.com/login.aspx?direct=true&profile=ehost&scope=site&authtype=crawler&jrnl=00922846&asa=N&AN=6641098&h=FqWr%2BIKrLeMJgiGF8t4%2BRf0r6KR8ch9hnLq64aRgPN4zd1uVI%2BuTdujarFrHnOUcGK2AK8quGH4OlzxpgenyzQ%3D%3D&crl=c,Google Scholar
Enhancing access to microdata while protecting confidentiality: Prospects for the future,"['GT Duncan', 'RW Pearson']",1991.0,Statistical Science,https://projecteuclid.org/journals/statistical-science/volume-6/issue-3/Enhancing-Access-to-Microdata-While-Protecting-Confidentiality--Prospects-for/10.1214/ss/1177011681.short,Google Scholar
Disclosure avoidance practices and research at the US Census Bureau: An update,['L Zayatz'],2007.0,Journal of Official Statistics,https://search.proquest.com/openview/c33f3b4891ad9fb8df82211e2ea930ea/1?pq-origsite=gscholar&cbl=105444,Google Scholar
"US billion-dollar weather and climate disasters: data sources, trends, accuracy and biases","['AB Smith', 'RW Katz']",2013.0,Natural hazards,https://link.springer.com/article/10.1007/s11069-013-0566-5%23auth-Richard_W_-Katz,Google Scholar
und der Länder: Fallpauschalenbezogene Krankenhausstatistik (research data centers of the federal statistical office: DRG statistics),['FDZSÄ des Bundes'],,,N/A,Google Scholar
Responsible practices for data sharing.,"['G Alter', 'R Gonzalez']",2018.0,American Psychologist,https://psycnet.apa.org/record/2018-06770-004,Google Scholar
"Risk, reputation and responsibility: Cybersecurity and centralized data in United States civilian federal agencies",['E Heeren-Moon'],2023.0,Telecommunications Policy,https://www.sciencedirect.com/science/article/pii/S0308596123000137,Google Scholar
Big data: A survey,"['M Chen', 'S Mao', 'Y Liu']",2014.0,Mobile networks and applications,https://link.springer.com/article/10.1007/s11036-013-0489-0,Google Scholar
Is there a future for surveys?,['PV Miller'],2017.0,Public Opinion Quarterly,https://academic.oup.com/poq/article-abstract/81/S1/205/3749195,Google Scholar
Integrating comparable measures of disability in federal surveys: the national center for health statistics,['GE Hendershot'],2001.0,Seminar on Integrating Federal Statistical …,https://books.google.com/books?hl=en&lr=&id=SM3rAAAAMAAJ&oi=fnd&pg=PT1&dq=Federal+Statistical+Research+Data+Centers&ots=lSOAvu6iht&sig=pE3rRDLifXFM027-aV1ZfvsftJA,Google Scholar
Measuring Markets: A Guide to the Use of Federal and State Statistical Data,['TA Nelson'],1979.0,,https://books.google.com/books?hl=en&lr=&id=GDuYguGhg-MC&oi=fnd&pg=PP6&dq=Federal+Statistical+Research+Data+Centers&ots=ATE2ntceL6&sig=KSrT0cLdMTfheifcyJbMSXAfbVI,Google Scholar
Disclosure avoidance techniques at the US Census Bureau: Current practices and research,"['A Lauger', 'B Wisniewski', 'L McKenna']",2014.0,"… Research, US Census Bureau",https://www.census.gov/content/dam/Census/library/working-papers/2014/adrm/cdar2014-02-discl-avoid-techniques.pdf,Google Scholar
Evaluated nuclear structure data file (ENSDF),['MR Bhat'],1992.0,Nuclear Data for Science and Technology …,https://link.springer.com/chapter/10.1007/978-3-642-58113-7_227,Google Scholar
Disseminating government data effectively in the age of open data,"['M Sewadeh', 'J Sisson']",2018.0,Federal Data Science,https://www.sciencedirect.com/science/article/pii/B9780128124437000028,Google Scholar
Statistical abstract of the United States,[],2009.0,,https://books.google.com/books?hl=en&lr=&id=qvjHdCHeG7oC&oi=fnd&pg=PR14&dq=Federal+Statistical+Research+Data+Centers&ots=NAf6IKaegR&sig=66N2sfswaicmdlHH4wdsr8FBjAs,Google Scholar
Where are the questions about firearms?: an analysis of US Federal Public Health Survey Data Infrastructure,"['K Donelan', 'S Guzikowski', 'G Buonomo', 'A Galls']",2023.0,Annals of …,https://journals.lww.com/annalsofsurgery/fulltext/2023/08000/Where_Are_the_Questions_About_Firearms___An.22.aspx,Google Scholar
Child development in the context of family and community resources: An agenda for national data collections,"['J Brooks-Gunn', 'B Brown', 'GJ Duncan']",1995.0,… federal statistics on …,https://books.google.com/books?hl=en&lr=&id=in5OAgAAQBAJ&oi=fnd&pg=PT35&dq=Federal+Statistical+Research+Data+Centers&ots=rOng3B4yqG&sig=z0Mxb6UQmgVFrT0b-cO_eGxXnBU,Google Scholar
Federal Data on Educational Attainment and the Transition to Work,['National Research Council'],1995.0,Integrating Federal Statistics on …,https://www.ncbi.nlm.nih.gov/books/NBK232291/,Google Scholar
Prevalence of bacterial vaginosis: 2001–2004 national health and nutrition examination survey data,"['JE Allsworth', 'JF Peipert']",2007.0,Obstetrics & Gynecology,https://journals.lww.com/greenjournal/fulltext/2007/01000/Prevalence_and_Correlates_of_Chlamydia.00018.aspx,Google Scholar
Heart failure: the commonest reason for hospital admission in Germany: medical and economic perspectives,"['T Neumann', 'J Biermann', 'R Erbel']",2009.0,Deutsches …,https://pmc.ncbi.nlm.nih.gov/articles/PMC2689573/,Google Scholar
Federal data on educational attainment and the transition to work,['AM Pallas'],1995.0,Integrating Federal Statistics on Children: Report of a …,https://books.google.com/books?hl=en&lr=&id=in5OAgAAQBAJ&oi=fnd&pg=PT130&dq=Federal+Statistical+Research+Data+Centers&ots=rOng3B4yqG&sig=unYCKjtRfh9E2KzWcQl24zX85NM,Google Scholar
Estimating determinants of healthcare establishment locations with restricted federal administrative data,"['A Van Sandt', 'CW Carpenter', 'R Dudensing']",2021.0,Health …,https://onlinelibrary.wiley.com/doi/abs/10.1002/hec.4242,Google Scholar
Language use and linguistic isolation: Historical data and methodological issues,"['P Siegel', 'E Martin', 'R Bruno']",2001.0,… Seminar on Integrating Federal Statistical …,https://citeseerx.ist.psu.edu/document?repid=rep1&type=pdf&doi=ce81b3e71cbba54fb41cc77156ee435aa4ff4a3c,Google Scholar
USER DRIVEN INTEGRATED STATISTICAL SOLUTIONS DIGITAL GOVERNMENT BY THE PEOPLE FOR THE PEOPLE,"['E SEMINAIRE', 'C SEMINAR']",2000.0,,https://citeseerx.ist.psu.edu/document?repid=rep1&type=pdf&doi=d430af975f8401548c19eceeaffca92f82c24199,Google Scholar
Linking federal surveys with administrative data to improve research on families,"[""A O'Hara"", 'RM Shattuck']",2017.0,The ANNALS of the …,https://journals.sagepub.com/doi/abs/10.1177/0002716216678391,Google Scholar
Cloud computing and information policy: Computing in a policy cloud?,"['PT Jaeger', 'J Lin', 'JM Grimes']",2008.0,Journal of Information Technology & …,https://www.tandfonline.com/doi/abs/10.1080/19331680802425479,Google Scholar
The German socio-economic panel (SOEP),"['J Goebel', 'MM Grabka', 'S Liebig', 'M Kroh']",2019.0,Jahrbücher für …,https://www.degruyter.com/document/doi/10.1515/jbnst-2018-0022/html,Google Scholar
Trends in big data analytics,"['K Kambatla', 'G Kollias', 'V Kumar', 'A Grama']",2014.0,Journal of parallel and …,https://www.sciencedirect.com/science/article/pii/S0743731514000057,Google Scholar
Significance and challenges of big data research,"['X Jin', 'BW Wah', 'X Cheng', 'Y Wang']",2015.0,Big data research,https://www.sciencedirect.com/science/article/pii/S2214579615000076,Google Scholar
Monitoring Changes in Health Care for Children and Families,['National Research Council'],1995.0,Integrating Federal Statistics on …,https://www.ncbi.nlm.nih.gov/books/NBK232281/,Google Scholar
Federal funding of doctoral recipients: What can be learned from linked data,"['WY Chang', 'W Cheng', 'J Lane', 'B Weinberg']",2019.0,Research Policy,https://www.sciencedirect.com/science/article/pii/S0048733319300629,Google Scholar
Statistical sources: Online resources for education and social science librarians,"['M Andrews', 'A Beesting', 'M Freeland', 'W Mann']",2010.0,College & Research …,http://crln.acrl.org/index.php/crlnews/article/view/8304/8396,Google Scholar
A consumer food data system for 2030 and beyond,"['', 'Nutrition Policy Research for the Economic Research ']",2020.0,,https://books.google.com/books?hl=en&lr=&id=Lof4DwAAQBAJ&oi=fnd&pg=PR1&dq=Federal+Statistical+Research+Data+Centers&ots=0fExzLVqZT&sig=XZ5NJTigph06EQcilJctYoOOKVU,Google Scholar
INTRODUCTION: The Federal Government and Social Science Information,['PB Allison'],1983.0,Behavioral & Social Sciences Librarian,https://www.tandfonline.com/doi/pdf/10.1300/J103v03n02_01,Google Scholar
An introduction to the dataverse network as an infrastructure for data sharing,['G King'],2007.0,Sociological Methods & Research,https://journals.sagepub.com/doi/abs/10.1177/0049124107306660,Google Scholar
Extracorporeal membrane oxygenation: evolving epidemiology and mortality,"['C Karagiannidis', 'D Brodie', 'S Strassmann']",2016.0,Intensive care …,https://link.springer.com/article/10.1007/s00134-016-4273-z,Google Scholar
Preparing the workforce for digital curation,"['', 'Global Affairs', 'Board on Research Data']",2015.0,,https://books.google.com/books?hl=en&lr=&id=ZZ__CAAAQBAJ&oi=fnd&pg=PT4&dq=Federal+Statistical+Research+Data+Centers&ots=ZzmABUqc81&sig=Zg9Zd_Tr_q30uskyPv39Yu0WAf0,Google Scholar
Access to research data in the 21st century: An ongoing dialogue among interested parties: Report of a workshop,"['National Research Council', 'Global Affairs', 'Law Panel']",2002.0,,https://books.google.com/books?hl=en&lr=&id=SSptER4v6DwC&oi=fnd&pg=PR1&dq=Federal+Statistical+Research+Data+Centers&ots=nCLC72BH21&sig=d9gAQaN2g7g-Y7DYrPwFQNV0Kfo,Google Scholar
Losing Count: The Federal Statistical System. Population Trends and Public Policy Occasional Paper Number 16.,['KK Wallman'],1988.0,,https://eric.ed.gov/?id=ED303406,Google Scholar
Federal drug data for national policy,"['JJ Collins', 'MW Zawitz']",1990.0,,https://books.google.com/books?hl=en&lr=&id=f_IrMgxXygEC&oi=fnd&pg=PA3&dq=Federal+Statistical+Research+Data+Centers&ots=h0zEEHQI91&sig=7OH_eK_me40wmCiewHatLkBfAP8,Google Scholar
Trends in worldwide ICT electricity consumption from 2007 to 2012,"['W Van Heddeghem', 'S Lambert', 'B Lannoo']",2014.0,Computer …,https://www.sciencedirect.com/science/article/pii/S0140366414000619,Google Scholar
Investing in a data quality research program for administrative data linked to survey data for policy research purposes is essential,"['M Davern', 'M Roemer', 'W Thomas']",2009.0,… Statistical Methodology Research …,https://nces.ed.gov/FCSM/pdf/2009FCSM_Davern_IX-A.pdf,Google Scholar
"Revolution in United States Government Statistics, 1926-1976: Written by Joseph W. Duncan and William C. Shelton",['JW Duncan'],1978.0,,https://books.google.com/books?hl=en&lr=&id=kk2QpNvYDzsC&oi=fnd&pg=PA1&dq=Federal+Statistical+Research+Data+Centers&ots=B6xCQIezp2&sig=R93jAFJuhhhzF3Pfc-2-5ATa1vE,Google Scholar
Monitoring changes in health care for children and families,"['P Newacheck', 'B Starfield']",1995.0,… Federal Statistics on Children: Report …,https://books.google.com/books?hl=en&lr=&id=in5OAgAAQBAJ&oi=fnd&pg=PT164&dq=Federal+Statistical+Research+Data+Centers&ots=rOng3B4yrB&sig=o0IoZBScofLyzHeg38h5sDNCe0k,Google Scholar
Safeguarding Research Using Federal Health Insurance Data,['L William'],,,N/A,Google Scholar
A Peer Review of the Swiss Statistical System,"['IP Fellegi', 'J Ryten']",2000.0,,https://www.paris21.org/sites/default/files/swiss-peer-review.pdf,Google Scholar
Meeting the need for state‐level estimates of health insurance coverage: use of State and Federal Survey Data,"['LA Blewett', 'M Davern']",2006.0,Health Services Research,https://onlinelibrary.wiley.com/doi/abs/10.1111/j.1475-6773.2006.00543.x,Google Scholar
Carbon-aware online control of geo-distributed cloud services,"['Z Zhou', 'F Liu', 'R Zou', 'J Liu', 'H Xu']",2015.0,IEEE Transactions on …,https://ieeexplore.ieee.org/abstract/document/7345588/,Google Scholar
Frontiers in massive data analysis,"['', 'Committee on the Analysis of Massive Data']",2013.0,,https://books.google.com/books?hl=en&lr=&id=lQB1AgAAQBAJ&oi=fnd&pg=PA1&dq=Federal+Statistical+Research+Data+Centers&ots=Q1d1I38IQq&sig=75vBhnN7aSmibqMUR-u3iSTufX0,Google Scholar
Will The Federal Data Strategy Help Communities WIN?,"['S Saha', 'BB Cohen', 'RL Phillips Jr']",2019.0,Health Affairs Forefront,https://www.healthaffairs.org/content/forefront/federal-data-strategy-help-communities-win,Google Scholar
A statistical analysis of trade secret litigation in federal courts,"['DS Almeling', 'DW Snyder', 'M Sapoznikow']",2009.0,Gonz. L. Rev.,https://heinonline.org/hol-cgi-bin/get_pdf.cgi?handle=hein.journals/gonlr45&section=13,Google Scholar
An exploratory sequential mixed methods approach to understanding researchers' data management practices at UVM: Integrated findings to develop research data …,['EA Berman'],2017.0,,https://scholarworks.uvm.edu/libfacpub/51/,Google Scholar
The relationship between early childhood blood lead levels and performance on end-of-grade tests,"['ML Miranda', 'D Kim', 'MAO Galeano']",2007.0,Environmental …,https://ehp.niehs.nih.gov/doi/abs/10.1289/ehp.9994,Google Scholar
"National surveillance for asthma—United States, 1980–2004",[''],2007.0,MMWR Surveill …,https://www.cdc.gov/mmWR/preview/mmwrhtml/ss5608a1.htm,Google Scholar
The datacenter as a computer: Designing warehouse-scale machines,"['LA Barroso', 'U Hölzle', 'P Ranganathan']",2019.0,,https://library.oapen.org/handle/20.500.12657/61844,Google Scholar
Adjusting health expenditures for inflation: a review of measures for health services research in the United States,"['A Dunn', 'SD Grosse', 'SH Zuvekas']",2018.0,Health services research,https://onlinelibrary.wiley.com/doi/abs/10.1111/1475-6773.12612,Google Scholar
Health and access to care during the first 2 years of the ACA Medicaid expansions,"['S Miller', 'LR Wherry']",2017.0,New England Journal of Medicine,https://www.nejm.org/doi/abs/10.1056/NEJMsa1612890,Google Scholar
Organization and information processing: Elements of a history of early digitization in the Swiss Federal Administration,['G Koller'],2018.0,Administration & Society,https://journals.sagepub.com/doi/abs/10.1177/0095399718793103,Google Scholar
Applied survey data analysis,"['SG Heeringa', 'B West', 'SG Heeringa', 'PA Berglund']",2017.0,,https://www.taylorfrancis.com/books/mono/10.1201/9781315153278/applied-survey-data-analysis-steven-heeringa-patricia-berglund-brady-west-steve-heeringa-patricia-berglund,Google Scholar
Providing access to confidential research data through synthesis and verification: An application to data on employees of the US federal government,"['AF Barrientos', 'A Bolton', 'T Balmat', 'JP Reiter']",2018.0,,https://projecteuclid.org/journals/annals-of-applied-statistics/volume-12/issue-2/Providing-access-to-confidential-research-data-through-synthesis-and-verification/10.1214/18-AOAS1194.short,Google Scholar
STEM Attrition: College Students' Paths into and out of STEM Fields. Statistical Analysis Report. NCES 2014-001.,['X Chen'],2013.0,National Center for Education Statistics,https://eric.ed.gov/?id=ED544470,Google Scholar
University research centers and the composition of research collaborations,"['PC Boardman', 'EA Corley']",2008.0,Research Policy,https://www.sciencedirect.com/science/article/pii/S0048733308000395,Google Scholar
Statistical Policy Working Paper 21-Indirect Estimators in Federal Programs,['S Policy'],1993.0,STATISTICAL METHODOLOGY,https://rosap.ntl.bts.gov/view/dot/72808,Google Scholar
US Climate Reference Network after one decade of operations: Status and assessment,"['HJ Diamond', 'TR Karl', 'MA Palecki']",2013.0,Bulletin of the …,https://journals.ametsoc.org/view/journals/bams/94/4/bams-d-12-00170.1.xml,Google Scholar
Identifying the security risks associated with governmental use of cloud computing,"['S Paquette', 'PT Jaeger', 'SC Wilson']",2010.0,Government information quarterly,https://www.sciencedirect.com/science/article/pii/S0740624X10000225,Google Scholar
The conundrum of sharing research data,['CL Borgman'],2012.0,Journal of the American Society for Information …,https://asistdl.onlinelibrary.wiley.com/doi/abs/10.1002/asi.22634,Google Scholar
"Health services research and data linkages: issues, methods, and directions for the future","['CJ Bradley', 'L Penberthy', 'KJ Devers']",2010.0,… services research,https://onlinelibrary.wiley.com/doi/abs/10.1111/j.1475-6773.2010.01142.x,Google Scholar
URSI handbook of ionogram interpretation and reduction,"['WR Piggott', 'K Rawer']",1972.0,,https://repository.library.noaa.gov/view/noaa/1013/noaa_1013_DS1.pdf,Google Scholar
CDC growth charts: United States,['RJ Kuczmarski'],2000.0,,https://books.google.com/books?hl=en&lr=&id=KZkKtw0WRjAC&oi=fnd&pg=PA16&dq=Federal+Statistical+Research+Data+Centers&ots=bMQmNPZy8s&sig=gtT7N1-Pv6q9QhrEEYeh44AYRFM,Google Scholar
Integrating measurements of disability in federal surveys; seminar proceedings: documents and committee reports,['MG Sirken'],2002.0,,https://stacks.cdc.gov/view/cdc/6452,Google Scholar
Fog and IoT: An overview of research opportunities,"['M Chiang', 'T Zhang']",2016.0,IEEE Internet of things journal,https://ieeexplore.ieee.org/abstract/document/7498684/,Google Scholar
Reproducibility and replicability in economics,['L Vilhuber'],2020.0,Harvard Data Science Review,https://assets.pubpub.org/lvy9ni0m/61607962727447.pdf,Google Scholar
The federal data base finder: A directory of free and fee-based data bases and files available from the federal government: 1984–1985 Edition. By Sharon …,['CT Loranz'],1985.0,Government Information Quarterly,N/A,Google Scholar
Diskette data from federal agencies,['S Anderson'],1987.0,Government Publications Review,https://www.sciencedirect.com/science/article/pii/0277939087900689,Google Scholar
Opioid prescriptions in older Medicare beneficiaries after the 2014 federal rescheduling of hydrocodone products,"['YF Kuo', 'MA Raji', 'V Liaw', 'J Baillargeon']",2018.0,Journal of the …,https://agsjournals.onlinelibrary.wiley.com/doi/abs/10.1111/jgs.15332,Google Scholar
Older Americans 2008: Key indicators of well-being,['Federal Interagency Forum on Aging-Related Statistics '],2008.0,,https://books.google.com/books?hl=en&lr=&id=QXdzVa1NH2oC&oi=fnd&pg=PA78&dq=Federal+Statistical+Research+Data+Centers&ots=-OIm0n6cIi&sig=OR62oxW5QSBWK58OiSYo0YUBMIw,Google Scholar
The Role of the Joint Program in Survey Methodology in Training US Federal Statisticians,"['R Valliant', 'R Tourangeau', 'J Lent']",2010.0,Journal of Official Statistics,https://www.researchgate.net/profile/Richard-Valliant/publication/295149849_The_Role_of_the_Joint_Program_in_Survey_Methodology_in_Training_US_Federal_Statisticians/links/571e139508aeaced7889d7cb/The-Role-of-the-Joint-Program-in-Survey-Methodology-in-Training-US-Federal-Statisticians.pdf,Google Scholar
Federally qualified health centers and private practice performance on ambulatory care measures,"['LE Goldman', 'PW Chu', 'H Tran', 'MJ Romano']",2012.0,American journal of …,https://www.sciencedirect.com/science/article/pii/S0749379712002875,Google Scholar
A student's guide to American Federal Government statistics,['JE Morton'],1972.0,Journal of Economic Literature,https://www.jstor.org/stable/2721462,Google Scholar
Industry-university cooperative research centers,"['JD Adams', 'EP Chiang', 'K Starkey']",2001.0,The Journal of Technology Transfer,https://link.springer.com/article/10.1023/A:1007836328722,Google Scholar
"Estimating the incidence, causes, and consequences of interpersonal violence for children and families","['C Loftin', 'JA Mercy']",1995.0,… Federal Statistics on Children: Report of a …,https://books.google.com/books?hl=en&lr=&id=DgGdAgAAQBAJ&oi=fnd&pg=PA192&dq=Federal+Statistical+Research+Data+Centers&ots=heF1w-l6i8&sig=UWYVivqvpVRr94F3T8RD62ldeP4,Google Scholar
"Asthma surveillance—United States, 2006–2018",['CA Pate'],2021.0,MMWR. Surveillance Summaries,https://www.cdc.gov/mmwr/volumes/70/ss/ss7005a1.htm,Google Scholar
"Big data: related technologies, challenges and future prospects","['M Chen', 'S Mao', 'Y Zhang', 'VCM Leung']",2014.0,,https://link.springer.com/content/pdf/10.1007/978-3-319-06245-7.pdf,Google Scholar
Digest of education statistics,"['', 'Improvement. Center for Education Statistics']",2010.0,,https://books.google.com/books?hl=en&lr=&id=n-lEgAb9e0wC&oi=fnd&pg=PR7&dq=Federal+Statistical+Research+Data+Centers&ots=EE2HKCEmnO&sig=1RYrPNzesV5q4poxPsc3ta5qX1g,Google Scholar
Power provisioning for a warehouse-sized computer,"['X Fan', 'WD Weber', 'LA Barroso']",2007.0,ACM SIGARCH computer architecture …,https://dl.acm.org/doi/abs/10.1145/1273440.1250665,Google Scholar
Infrastructure anomaly detection: A cloud-native architecture at Germany's Federal Employment Agency,"['G Herget', 'E Sultanow', 'A Chircu', 'J Ludsteck', 'S Hammer']",2022.0,INFORMATIK 2022,https://dl.gi.de/items/078d7a5d-5110-4a80-95f0-552b6e99f413,Google Scholar
The federal big data research and development strategic plan,['Big Data Senior Steering Group'],2016.0,,https://digitalcommons.unl.edu/scholcom/20/,Google Scholar
An overview of the global historical climatology network-daily database,"['MJ Menne', 'I Durre', 'RS Vose']",2012.0,… of atmospheric and …,https://journals.ametsoc.org/view/journals/atot/29/7/jtech-d-11-00103_1.xml,Google Scholar
Using—and Improving—Federal Student Aid Data Systems to Support Policy Analysis,"['M Soldner', 'C Campbell']",2017.0,Resource document. Institute for Higher Education …,https://www.air.org/sites/default/files/2021-06/Using-and-Improving-FSA-Data-Systems-for-Policy-Analysis-May-2016_0.pdf,Google Scholar
The under detection of rape: Methodological choices influence incidence estimates,['MP Koss'],1992.0,Journal of social issues,https://spssi.onlinelibrary.wiley.com/doi/abs/10.1111/j.1540-4560.1992.tb01157.x,Google Scholar
Statistical Data Integration for Health Policy Evidence-Building,"['SM Paddock', 'C Franco', 'FJ Breidt']",2024.0,… Review of Statistics …,https://www.annualreviews.org/content/journals/10.1146/annurev-statistics-112723-034507,Google Scholar
Centers for Disease Control and Prevention 2000 growth charts for the United States: improvements to the 1977 National Center for Health Statistics version,"['CL Ogden', 'RJ Kuczmarski', 'KM Flegal', 'Z Mei']",2002.0,…,https://publications.aap.org/pediatrics/article-abstract/109/1/45/79793,Google Scholar
A Prehistory of the Cloud,['TH Hu'],2015.0,,https://books.google.com/books?hl=en&lr=&id=QQNmCgAAQBAJ&oi=fnd&pg=PR5&dq=Federal+Statistical+Research+Data+Centers&ots=NFSajRI_LR&sig=OBj-wlApx7pZkOJuYNbh9-RbnSo,Google Scholar
A comparison of mail and e-mail for a survey of employees in US statistical agencies,"['MP Couper', 'T Triplett']",1999.0,Journal of official statistics,https://www.academia.edu/download/92037280/a-comparison-of-mail-and-e-mail-for-a-survey-of-employees-in-u.s.-statistical-agencies.pdf,Google Scholar
The role of federally funded health centers in serving the rural population,"['J Regan', 'AH Schempf', 'J Yoon']",2003.0,The Journal of Rural …,https://onlinelibrary.wiley.com/doi/abs/10.1111/j.1748-0361.2003.tb00552.x,Google Scholar
Data Enhancement and Analysis of Federal Acquisition Databases,"['ME Tudoreanu', 'R Wang', 'W Jiang']",2019.0,… Annual Acquisition Research …,https://calhoun.nps.edu/bitstream/handle/10945/63015/SYM-AM-19-029.pdf?sequence=1#page=462,Google Scholar
"America's children: Key national indicators of well-being, 2017",['Federal Interagency Forum on Child'],2017.0,,https://books.google.com/books?hl=en&lr=&id=XrxR9ddTrMoC&oi=fnd&pg=PR3&dq=Federal+Statistical+Research+Data+Centers&ots=7WSB4CRluI&sig=slwAO8DP3dofiH3BRN3GAepbqiU,Google Scholar
